행정동,도로명주소,지번주소,데이터기준일자
신정3동,서울특별시 양천구 중앙로29길120-13,서울특별시 양천구 신정3동 1194-5,2023-04-20
신정3동,서울특별시 양천구 중앙로29길98,서울특별시 양천구 신정3동 1198-33,2023-04-20
신정3동,서울특별시 양천구 중앙로29길88,서울특별시 양천구 신정3동 1216-1,2023-04-20
신정3동,서울특별시 양천구 중앙로39길,서울특별시 양천구 신정3동 ,2023-04-20
신정3동,서울특별시 양천구 중앙로29길82,서울특별시 양천구 신정3동 1216-6,2023-04-20
신정3동,서울특별시 양천구 중앙로47길54,서울특별시 양천구 신정3동 1219-8,2023-04-20
신정3동,서울특별시 양천구 중앙로29길 52,서울특별시 양천구 신정3동 1160-36,2023-04-20
신정3동,서울특별시 양천구중앙로47길 46,서울특별시 양천구 신정3동 1220-7,2023-04-20
신정3동,서울특별시 양천구 중앙로29가길9,서울특별시 양천구 신정3동 1160-9,2023-04-20
신정3동,서울특별시 양천구 중앙로25길48,서울특별시 양천구 신정3동 1157-7,2023-04-20
신정3동,서울특별시 양천구 중앙로25길40,서울특별시 양천구 신정3동 1156-3,2023-04-20
신정3동,서울특별시 양천구 중앙로25길28,서울특별시 양천구 신정3동 1155-18,2023-04-20
신정3동,서울특별시 양천구 중앙로25길24,서울특별시 양천구 신정3동 1153-33,2023-04-20
신정3동,서울특별시 양천구 중앙로25길38-6,서울특별시 양천구 신정3동 1158-7,2023-04-20
신정3동,서울특별시 양천구 중앙로29길43-2,서울특별시 양천구 신정3동 1157-27,2023-04-20
신정3동,서울특별시 양천구 중앙로29길40-3,서울특별시 양천구 신정3동 1159-28,2023-04-20
신정3동,서울특별시 양천구 중앙로29길29-1,서울특별시 양천구 신정3동 1155-47,2023-04-20
신정3동,서울특별시 양천구 중앙로29길23,서울특별시 양천구 신정3동 1154-4,2023-04-20
신정3동,서울특별시 양천구 남부순환로645,서울특별시 양천구 신정3동 733-53,2023-04-20
신정3동,서울특별시 양천구 목동로11길20,서울특별시 양천구 신정4동 1003-9,2023-04-20
신정4동,서울특별시 양천구,서울특별시 양천구 신정4동 1059-29,2023-04-20
신정4동,서울특별시 양천구 중앙로46길 58,서울특별시 양천구 신정4동 980-6 ,2023-04-20
신정4동,서울특별시 양천구 중앙로46길 63,서울특별시 양천구 신정4동 956-10,2023-04-20
신정4동,서울특별시 양천구 목동로11길20,서울특별시 양천구 신정4동 1003-9,2023-04-20
신정4동,서울특별시 양천구 목동로46길27,서울특별시 양천구 신정4동 ,2023-04-20
신정4동,서울특별시 양천구 오목로24길2,서울특별시 양천구 신정4동 943-3,2023-04-20
신정4동,서울특별시 양천구 중앙로48길6,서울특별시 양천구 신정4동 970-1,2023-04-20
신정4동,서울특별시 양천구 중앙로48길13,서울특별시 양천구 신정4동 945-27,2023-04-20
신정4동,서울특별시 양천구 오목로30길1,서울특별시 양천구 신정4동 946-46,2023-04-20
신정4동,서울특별시 양천구 오목로29길5,서울특별시 양천구 신정4동 928-27,2023-04-20
신정4동,서울특별시 양천구 중앙로52길16-11,서울특별시 양천구 신정4동 940-49,2023-04-20
신정4동,서울특별시 양천구 오목로139,서울특별시 양천구 신정4동 928-8,2023-04-20
신정4동,서울특별시 양천구 중앙로52길8-15,서울특별시 양천구 신정4동 940-28,2023-04-20
신정4동,서울특별시 양천구 중앙로322,서울특별시 양천구 신정4동 942-16,2023-04-20
신정4동,서울특별시 양천구 중앙로334,서울특별시 양천구 신정4동 939-4,2023-04-20
신정4동,서울특별시 양천구 중앙로328,서울특별시 양천구 신정4동 939-7,2023-04-20
신정4동,서울특별시 양천구 중앙로350,서울특별시 양천구 신정4동 938-9,2023-04-20
신정4동,서울특별시 양천구 신정중앙로13,서울특별시 양천구 신정4동 872-8,2023-04-20
신정4동,서울특별시 양천구 신정중앙로24,서울특별시 양천구 신정4동 926-4,2023-04-20
신정4동,서울특별시 양천구 신정중앙로28,서울특별시 양천구 신정4동 919-2,2023-04-20
신정4동,서울특별시 양천구 중앙로15길5-11,서울특별시 양천구 신정4동 874-1,2023-04-20
신정4동,서울특별시 양천구 중앙로15길2,서울특별시 양천구 신정4동 875-13,2023-04-20
신정4동,서울특별시 양천구 은행정로19길22,서울특별시 양천구 신정4동 875-16,2023-04-20
신정4동,서울특별시 양천구 신정중앙로6-3,서울특별시 양천구 신정4동 875-9,2023-04-20
신정4동,서울특별시 양천구 은행정로19가길14-1,서울특별시 양천구 신정4동 875-19,2023-04-20
신정4동,서울특별시 양천구 은행정로97,서울특별시 양천구 신정4동 880-6,2023-04-20
신정4동,서울특별시 양천구 은행정로92,서울특별시 양천구 신정4동 884-1,2023-04-20
신정4동,서울특별시 양천구 신정중앙로21길37,서울특별시 양천구 신정4동 885-1,2023-04-20
신정4동,서울특별시 양천구 국회대로224,서울특별시 양천구 신정4동 881-6,2023-04-20
신정4동,서울특별시 양천구 은행정로20길5-17,서울특별시 양천구 신정4동 881-18,2023-04-20
신정4동,서울특별시 양천구 목동로25길33-1,서울특별시 양천구 신정4동 891-12,2023-04-20
신정4동,서울특별시 양천구 중앙로17길15,서울특별시 양천구 신정4동 882-11,2023-04-20
신정4동,서울특별시 양천구 목동로25길34,서울특별시 양천구 신정4동 894-1,2023-04-20
신정4동,서울특별시 양천구 목동로29길15,서울특별시 양천구 신정4동 894-13,2023-04-20
신정4동,서울특별시 양천구 국회대로8길8,서울특별시 양천구 신정4동 894-20,2023-04-20
신정4동,서울특별시 양천구 국회대로246,서울특별시 양천구 신정4동 897-1,2023-04-20
신정4동,서울특별시 양천구 목동로29길1,서울특별시 양천구 신정4동 896-7,2023-04-20
신정4동,서울특별시 양천구 국회대로10길2,서울특별시 양천구 신정4동 897-7,2023-04-20
신정4동,서울특별시 양천구 목동로23길12,서울특별시 양천구 신정4동 890-29,2023-04-20
신정4동,서울특별시 양천구 목동로23길14-1,서울특별시 양천구 신정4동 890-4,2023-04-20
신정4동,서울특별시 양천구 목동로23길34,서울특별시 양천구 신정4동 883,2023-04-20
신정4동,서울특별시 양천구 신정중앙로17길10,서울특별시 양천구 신정4동 891-3,2023-04-20
신정4동,서울특별시 양천구 신정중앙로55,서울특별시 양천구 신정4동 878-16,2023-04-20
신정4동,서울특별시 양천구 신정중앙로21길12,서울특별시 양천구 신정4동 888-7,2023-04-20
신정4동,서울특별시 양천구 신정중앙로53,서울특별시 양천구 신정4동 878-23,2023-04-20
신정4동,서울특별시 양천구 신정중앙로41,서울특별시 양천구 신정4동 877-12,2023-04-20
신정4동,서울특별시 양천구 신정중앙로46,서울특별시 양천구 신정4동 912-4,2023-04-20
신정4동,서울특별시 양천구 은행정로18길16-1,서울특별시 양천구 신정4동 903-9,2023-04-20
신정4동,서울특별시 양천구 오목로203-2,서울특별시 양천구 신정4동 907-9,2023-04-20
신정4동,서울특별시 양천구 목동로21길1,서울특별시 양천구 신정4동 993-3,2023-04-20
신정4동,서울특별시 양천구 목동로177,서울특별시 양천구 신정4동 995-6,2023-04-20
신정4동,서울특별시 양천구 목동로9길7,서울특별시 양천구 신정4동 1009-3,2023-04-20
신정4동,서울특별시 양천구 목동로9길22,서울특별시 양천구 신정4동 1011-5,2023-04-20
신정4동,서울특별시 양천구 목동로9길38,서울특별시 양천구 신정4동 983-9,2023-04-20
신정4동,서울특별시 양천구 은행정로7길16,서울특별시 양천구 신정4동 979-13,2023-04-20
신정4동,서울특별시 양천구 은행정로7길21,서울특별시 양천구 신정4동 978-4,2023-04-20
신정4동,서울특별시 양천구 은행정로7길36,서울특별시 양천구 신정4동 975-24,2023-04-20
신정4동,서울특별시 양천구 은행정로7길39,서울특별시 양천구 신정4동 976-5,2023-04-20
신정4동,서울특별시 양천구 오목로30길34,서울특별시 양천구 신정4동 974-21,2023-04-20
신정4동,서울특별시 양천구 은행정로7길39-1,서울특별시 양천구 신정4동 976-3,2023-04-20
신정4동,서울특별시 양천구 은행정로7길49,서울특별시 양천구 신정4동 973-22,2023-04-20
신정4동,서울특별시 양천구 중앙로46길12-5,서울특별시 양천구 신정4동 974-3,2023-04-20
신정4동,서울특별시 양천구 중앙로46길23,서울특별시 양천구 신정4동 965-14,2023-04-20
신정4동,서울특별시 양천구 중앙로46길45,서울특별시 양천구 신정4동 959-21,2023-04-20
신정4동,서울특별시 양천구 중앙로46길55,서울특별시 양천구 신정4동 958-20,2023-04-20
신정4동,서울특별시 양천구 중앙로46길56,서울특별시 양천구 신정4동 980-2,2023-04-20
신정4동,서울특별시 양천구 중앙로46길63,서울특별시 양천구 신정4동 956-10,2023-04-20
신정4동,서울특별시 양천구 목동로17길40,서울특별시 양천구 신정4동 985-14,2023-04-20
신정4동,서울특별시 양천구 오목로42길12,서울특별시 양천구 신정4동 985-17,2023-04-20
신정4동,서울특별시 양천구 목동로17길28,서울특별시 양천구 신정4동 1000-5,2023-04-20
신정4동,서울특별시 양천구 목동로17길3,서울특별시 양천구 신정4동 997-5,2023-04-20
신정4동,서울특별시 양천구 목동로17길1,서울특별시 양천구 신정4동 997-12,2023-04-20
신정4동,서울특별시 양천구 목동로19길8,서울특별시 양천구 신정4동 993-7,2023-04-20
신정4동,서울특별시 양천구 목동로21길21,서울특별시 양천구 신정4동 989-9,2023-04-20
신정4동,서울특별시 양천구 목동로21길16,서울특별시 양천구 신정4동 991-13,2023-04-20
신정4동,서울특별시 양천구 목동로21길16-1,서울특별시 양천구 신정4동 991-14,2023-04-20
신정4동,서울특별시 양천구 목동로21길14,서울특별시 양천구 신정4동 991-11,2023-04-20
신정4동,서울특별시 양천구 목동로19길43,서울특별시 양천구 신정4동 985-3,2023-04-20
신정4동,서울특별시 양천구 중앙로48길67,서울특별시 양천구 신정4동 954-24,2023-04-20
신정4동,서울특별시 양천구 중앙로48길46,서울특별시 양천구 신정4동 962-8,2023-04-20
신정4동,서울특별시 양천구 오목로38길6,서울특별시 양천구 신정4동 950-5,2023-04-20
신정4동,서울특별시 양천구 은행정로13길14,서울특별시 양천구 신정4동 952-8,2023-04-20
신정4동,서울특별시 양천구 은행정로13길6,서울특별시 양천구 신정4동 953-16,2023-04-20
신정4동,서울특별시 양천구 은행정로11길13-1,서울특별시 양천구 신정4동 958-1,2023-04-20
신정4동,서울특별시 양천구 오목로40길20,서울특별시 양천구 신정4동 959-10,2023-04-20
신정4동,서울특별시 양천구 은행정로11나길2-1,서울특별시 양천구 신정4동 958-8,2023-04-20
신정4동,서울특별시 양천구 은행정로11가길6,서울특별시 양천구 신정4동 957-7,2023-04-20
신정4동,서울특별시 양천구 은행정로11나길7,서울특별시 양천구 신정4동 957-22,2023-04-20
신정4동,서울특별시 양천구 목동로11길39,서울특별시 양천구 신정4동 983-5,2023-04-20
신정4동,서울특별시 양천구 목동로11길24,서울특별시 양천구 신정4동 1003-12,2023-04-20
신정4동,서울특별시 양천구 오목로48길29,서울특별시 양천구 신정4동 1011-1,2023-04-20
신정4동,서울특별시 양천구 목동로13길6-1,서울특별시 양천구 신정4동 1005-13,2023-04-20
신정4동,서울특별시 양천구 오목로48길22,서울특별시 양천구 신정4동 1002-7,2023-04-20
신정4동,서울특별시 양천구 목동로13길9,서울특별시 양천구 신정4동 1003-6,2023-04-20
신정4동,서울특별시 양천구 목동로13길15,서울특별시 양천구 신정4동 1003-2,2023-04-20
신정4동,서울특별시 양천구 오목로46길23,서울특별시 양천구 신정4동 1002-18,2023-04-20
신정4동,서울특별시 양천구 오목로34길15-11,서울특별시 양천구 신정4동 962-11,2023-04-20
신정4동,서울특별시 양천구 오목로34길16,서울특별시 양천구 신정4동 963-8,2023-04-20
신정4동,서울특별시 양천구 오목로38길20,서울특별시 양천구 신정4동 963-30,2023-04-20
신정4동,서울특별시 양천구 오목로32길23-9,서울특별시 양천구 신정4동 963-25,2023-04-20
신정4동,서울특별시 양천구 오목로32길23-2,서울특별시 양천구 신정4동 964-3,2023-04-20
신정4동,서울특별시 양천구 오목로32길22,서울특별시 양천구 신정4동 965-19,2023-04-20
신정4동,서울특별시 양천구 오목로32길17-3,서울특별시 양천구 신정4동 963-14,2023-04-20
신정4동,서울특별시 양천구 오목로34길6-2,서울특별시 양천구 신정4동 948-20,2023-04-20
신정4동,서울특별시 양천구 중앙로48길33,서울특별시 양천구 신정4동 948-13,2023-04-20
신정4동,서울특별시 양천구 오목로32길10,서울특별시 양천구 신정4동 946-17,2023-04-20
신정4동,서울특별시 양천구 중앙로48길16-1,서울특별시 양천구 신정4동 967-10,2023-04-20
신정4동,서울특별시 양천구 은행정로17길6,서울특별시 양천구 신정4동 911-11,2023-04-20
신정4동,서울특별시 양천구 은행정로17길22-1,서울특별시 양천구 신정4동 912-14,2023-04-20
신정4동,서울특별시 양천구 신정중앙로12길2,서울특별시 양천구 신정4동 926-5,2023-04-20
신정4동,서울특별시 양천구 신정중앙로12길4,서울특별시 양천구 신정4동 926-6,2023-04-20
신정4동,서울특별시 양천구 오목로29길26,서울특별시 양천구 신정4동 925-48,2023-04-20
신정4동,서울특별시 양천구 오목로29길20,서울특별시 양천구 신정4동 925-33,2023-04-20
신정4동,서울특별시 양천구 오목로29길21-6,서울특별시 양천구 신정4동 927-16,2023-04-20
신정4동,서울특별시 양천구 중앙로20길13,서울특별시 양천구 신정4동 ,2023-04-20
신정4동,서울특별시 양천구 은행정로17길55,서울특별시 양천구 신정4동 931-1,2023-04-20
신정4동,서울특별시 양천구 은행정로17길56,서울특별시 양천구 신정4동 934-9,2023-04-20
신정4동,서울특별시 양천구 은행정로17길62,서울특별시 양천구 신정4동 934-12,2023-04-20
신정4동,서울특별시 양천구 중앙로2길5,서울특별시 양천구 신정4동 933-1,2023-04-20
신정4동,서울특별시 양천구 오목로23길38,서울특별시 양천구 신정4동 936-1,2023-04-20
신정4동,서울특별시 양천구 오목로23길30,서울특별시 양천구 신정4동 937-1,2023-04-20
신정4동,서울특별시 양천구 오목로23길25-1,서울특별시 양천구 신정4동 939-18,2023-04-20
신정4동,서울특별시 양천구 중앙로54길19-1,서울특별시 양천구 신정4동 932-8,2023-04-20
신정4동,서울특별시 양천구 중앙로54길22,서울특별시 양천구 신정4동 930-17,2023-04-20
신정4동,서울특별시 양천구 중앙로52길29,서울특별시 양천구 신정4동 925-23,2023-04-20
신정4동,서울특별시 양천구 중앙로52길28,서울특별시 양천구 신정4동 928-31,2023-04-20
신정4동,서울특별시 양천구 중앙로52길41,서울특별시 양천구 신정4동 920-20,2023-04-20
신정4동,서울특별시 양천구 오목로159-17,서울특별시 양천구 신정4동 923-37,2023-04-20
신정4동,서울특별시 양천구 오목로37길9,서울특별시 양천구 신정4동 917-3,2023-04-20
신정4동,서울특별시 양천구 중앙로52길55,서울특별시 양천구 신정4동 914-13,2023-04-20
신정4동,서울특별시 양천구 중앙로52길62,서울특별시 양천구 신정4동 915-4,2023-04-20
신정4동,서울특별시 양천구 은행정로15길15,서울특별시 양천구 신정4동 916-9,2023-04-20
신정4동,서울특별시 양천구 중앙로52길72-1,서울특별시 양천구 신정4동 909-9,2023-04-20
신정4동,서울특별시 양천구 중앙로52길73,서울특별시 양천구 신정4동 910-9,2023-04-20
신정7동,서울특별시 양천구 신목로77,서울특별시 양천구 신정7동 87-39,2023-04-20
신정7동,서울특별시 양천구 신목로5길6-10,서울특별시 양천구 신정7동 144-68,2023-04-20
신정7동,서울특별시 양천구 목동동로10길16-5,서울특별시 양천구 신정7동 134-25,2023-04-20
신정7동,서울특별시 양천구 신목로5길15,서울특별시 양천구 신정7동 281-25,2023-04-20
신정7동,서울특별시 양천구 목동동로8길31-8,서울특별시 양천구 신정7동 282-53,2023-04-20
신정7동,서울특별시 양천구 목동동로10길12-8,서울특별시 양천구 신정7동 294-34,2023-04-20
신정7동,서울특별시 양천구 신목로6길6-13,서울특별시 양천구 신정7동 128-98,2023-04-20
신정7동,서울특별시 양천구 신목로6길6-6,서울특별시 양천구 신정7동 128-95,2023-04-20
신정7동,서울특별시 양천구 신목로58-13,서울특별시 양천구 신정7동 89-134,2023-04-20
신정7동,서울특별시 양천구 신목로58-17,서울특별시 양천구 신정7동 89-127,2023-04-20
신정7동,서울특별시 양천구 신목로12길12,서울특별시 양천구 신정7동 89-114,2023-04-20
신정7동,서울특별시 양천구 신목로12길2,서울특별시 양천구 신정7동 89-152,2023-04-20
신정7동,서울특별시 양천구 신목로12길11,서울특별시 양천구 신정7동 120-75,2023-04-20
신정7동,서울특별시 양천구 신목로4길11,서울특별시 양천구 신정7동 128-168,2023-04-20
신정7동,서울특별시 양천구 신목로2길7-10,서울특별시 양천구 신정7동 ,2023-04-20
신정7동,서울특별시 양천구 신목로2길7,서울특별시 양천구 신정7동 130-1,2023-04-20
신정7동,서울특별시 양천구 신목로2길17,서울특별시 양천구 신정7동 127-71,2023-04-20
신정7동,서울특별시 양천구 신목로2길21,서울특별시 양천구 신정7동 127-60,2023-04-20
신정7동,서울특별시 양천구 목동남로68,서울특별시 양천구 신정7동 210-4,2023-04-20
신정7동,서울특별시 양천구 중앙로14길15,서울특별시 양천구 신정7동 ,2023-04-20
신정7동,서울특별시 양천구 중앙로14길31,서울특별시 양천구 신정7동 ,2023-04-20
신정7동,서울특별시 양천구 목동남로2길15,서울특별시 양천구 신정7동 202-7,2023-04-20
신정7동,서울특별시 양천구 목동남로2길21,서울특별시 양천구 신정7동 202-13,2023-04-20
신정7동,서울특별시 양천구 목동남로2길47,서울특별시 양천구 신정7동 192-2,2023-04-20
신정7동,서울특별시 양천구 목동남로2길50-3,서울특별시 양천구 신정7동 190-18,2023-04-20
신정7동,서울특별시 양천구 목동남로2길58,서울특별시 양천구 신정7동 191-3,2023-04-20
신정7동,서울특별시 양천구 중앙로14나길30,서울특별시 양천구 신정7동 ,2023-04-20
신정7동,양천구 목동남로2길 57,양천구 신정7동 181-1,2023-04-20
